capitulo,titulo_capitulo,articulo,texto
Capítulo VI,Estado Regional y Organización Territorial,Artículo 187,4. En ningún caso el ejercicio de la autonomía podrá atentar en contra del carácter único e indivisible del Estado de Chile ni permitirá la secesión territorial.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 188,"1. Las entidades territoriales se coordinan y asocian en relaciones de solidaridad, cooperación, reciprocidad y apoyo mutuo, evitando la duplicidad de funciones, conforme a los mecanismos que establezca la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 188,"2. Dos o más entidades territoriales, con o sin continuidad territorial, podrán suscribir convenios y constituir asociaciones territoriales con la finalidad de lograr objetivos comunes, promover la cohesión social, mejorar la prestación de los servicios públicos, incrementar la eficiencia y eficacia en el ejercicio de sus competencias y potenciar el desarrollo social, cultural, económico sostenible y equilibrado."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 188,3. La Administración central promoverá y apoyará la cooperación y asociatividad con las entidades territoriales y entre ellas.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 188,"4. La ley establecerá las bases generales para la creación y el funcionamiento de estas asociaciones, en concordancia con la normativa regional respectiva."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 188,"5. Las asociaciones de entidades territoriales, en ningún caso, alterarán la organización territorial del Estado."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 189,"1. La Constitución garantiza un tratamiento equitativo y un desarrollo armónico y solidario entre las diversas entidades territoriales, tanto urbanas como rurales. Propenderá al interés general e integración efectiva y no podrá establecer diferencias arbitrarias entre ellas."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 189,"2. El Estado asegura a todas las personas la equidad horizontal en el acceso a los bienes y servicios públicos, al empleo y a todas las prestaciones estatales, sin perjuicio del lugar que habiten en el territorio, estableciendo, de ser necesario, acciones afirmativas en favor de los grupos de especial protección."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 190,"Las entidades territoriales y sus órganos deben actuar coordinadamente en cumplimiento de los principios de plurinacionalidad e interculturalidad; respetar y proteger las diversas formas de concebir y organizar el mundo, de relacionarse con la naturaleza; y garantizar los derechos de autodeterminación y de autonomía de los pueblos y naciones indígenas."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 191,Participación en las entidades territoriales en el Estado regional.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 191,"1. Las entidades territoriales garantizan el derecho de sus habitantes a participar, individual o colectivamente en las decisiones públicas, comprendiendo en ella la formulación, la ejecución, la evaluación, la fiscalización y el control democrático de la función pública, con arreglo a la Constitución y las leyes."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 191,"2. Los pueblos y naciones indígenas deberán ser consultados y otorgarán el consentimiento libre, previo e informado en aquellas materias o asuntos que les afecten en sus derechos reconocidos en esta Constitución."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 192,"Las entidades territoriales deberán promover, fomentar y garantizar los mecanismos de participación en las políticas públicas, planes y programas que se implementen en cada nivel territorial, en los casos que esta Constitución, la ley y los estatutos regionales señalen."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 193,"1. Es deber de las entidades territoriales, en el ámbito de sus competencias, establecer una política permanente de equidad territorial, de desarrollo sostenible y armónico con la naturaleza."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 193,"2. Las entidades territoriales considerarán para su planificación social, política, administrativa, cultural, territorial y económica los principios de suficiencia presupuestaria, inclusión e interculturalidad, criterios de integración socioespacial, enfoques de género, socioecosistémico, de derechos humanos y los demás que establezca esta Constitución."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 194,"Entre entidades territoriales rige el principio de no tutela. Ninguna entidad territorial podrá ejercer tutela sobre otra, sin perjuicio de la aplicación de los principios de coordinación, de asociatividad, de solidaridad y de los conflictos de competencias que puedan ocasionarse."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 195,"1. La Administración central podrá transferir a las entidades territoriales las competencias que determine la ley, sin perjuicio de aquellas señaladas en esta Constitución. Esta transferencia deberá considerar siempre el personal y los recursos financieros oportunos y suficientes para su adecuada ejecución. Corresponderá a la ley establecer el procedimiento, así como sus mecanismos de evaluación y control."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 195,"2. El Estado, además, debe generar políticas públicas diferenciadas. La ley establecerá los criterios y requisitos para la aplicación de estas diferencias, así como los mecanismos de solidaridad y equidad que compensen las desigualdades entre los distintos niveles territoriales."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 196,"1. Las competencias deberán radicarse priorizando la entidad local sobre la regional y esta última sobre la nacional, sin perjuicio de aquellas competencias que la propia Constitución o las leyes reserven a cada una de las entidades territoriales."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 196,"2. Cuando así lo exija el interés general, el órgano de la Administración central o regional podrá subrogar de manera transitoria a la entidad regional o local en el ejercicio de las competencias que no puedan ser asumidas por estas."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 197,"1. El Estado, a través de la Administración central, los gobiernos regionales y locales, tienen el deber de ordenar y planificar el territorio. Para esto, utilizarán unidades de ordenación que consideren las cuencas hidrográficas."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 197,"2. Este deber tendrá como fin asegurar una adecuada localización de los asentamientos y las actividades productivas, que permitan un manejo responsable de los ecosistemas y de las actividades humanas, con criterios de equidad y justicia territorial para el bienestar intergeneracional."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 197,"3. Los planes de ordenamiento y planificación ecológica del territorio priorizarán la protección de las partes altas de las cuencas, glaciares, zonas de recarga natural de acuíferos y ecosistemas. Estos podrán definir áreas de protección ambiental o cultural y crear zonas de amortiguamiento para estas. Asimismo, contemplarán los impactos que los usos de suelos causen en la disponibilidad y calidad de las aguas."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 197,"4. La ordenación y planificación de los territorios será vinculante en las materias que la ley determine. Serán ejecutadas de manera coordinada e integrada, enfocadas en el interés general y con procesos de participación popular en sus diferentes etapas."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 198,"El Estado es garante de la conectividad del país en coordinación con los gobiernos regionales. Se fomentará la conectividad regional con especial atención a territorios aislados, rurales y de difícil acceso."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 199,"Las comunas y regiones autónomas ubicadas en zonas fronterizas podrán vincularse con las entidades territoriales limítrofes del país vecino, a través de sus respectivas autoridades, para establecer programas de cooperación e integración, dirigidos a fomentar el desarrollo comunitario, la prestación de servicios públicos y la conservación del medioambiente, según los términos que establezca esta Constitución y la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 200,"La elección de representantes por votación popular de las entidades territoriales se efectuará asegurando la representatividad territorial, la pertenencia territorial y el avecindamiento respectivo."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 200,## Comuna autónoma
Capítulo VI,Estado Regional y Organización Territorial,Artículo 201,"1. La comuna autónoma es la entidad política y territorial base del Estado regional, dotada de personalidad jurídica de derecho público y patrimonio propio, que goza de autonomía para el cumplimiento de sus fines y el ejercicio de sus competencias, con arreglo a lo dispuesto en la Constitución y la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 201,"2. La ley clasificará las comunas en distintos tipos, las que deberán ser consideradas por los órganos del Estado para el establecimiento de regímenes administrativos y económico-fiscales diferenciados, la implementación de políticas, planes y programas atendiendo a las diversas realidades locales, y en especial, para el traspaso de competencias y recursos. El establecimiento de los tipos comunales deberá considerar, a lo menos, criterios demográficos, económicos, culturales, geográficos, socioambientales, urbanos y rurales."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,La comuna autónoma cuenta con las potestades y competencias de autogobierno para satisfacer las necesidades de la comunidad local. Son competencias esenciales de la comuna autónoma:
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,- a) Ejercer funciones de gobierno y administración dentro de la comuna y en el ámbito de sus competencias.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,"- b) La dictación de normas generales y obligatorias en materias de carácter comunal, con arreglo a la Constitución y las leyes."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,"- c) La creación, prestación, organización y administración de los servicios públicos municipales en el ámbito de sus funciones, conforme a la Constitución y la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,- d) El desarrollo sostenible e integral de la comuna.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,- e) La protección de los ecosistemas comunales y los derechos de la naturaleza.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,- f) Ejercer las acciones pertinentes en resguardo de la naturaleza y sus derechos reconocidos por esta Constitución y la ley.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,"- g) La ejecución de los mecanismos y acciones de protección ambiental en la forma que determinen la Constitución, la ley, los instrumentos de gestión ambiental y normas afines."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,"- h) La conservación, la custodia y el resguardo de los patrimonios culturales y naturales."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,"- i) El fomento y la protección a las culturas, las artes y los patrimonios culturales y naturales, así como la investigación y la formación artística en sus territorios."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,- j) Garantizar la participación popular y el fortalecimiento de la democracia.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,"- k) Desarrollar, con el nivel regional y central, actividades y servicios en materias de educación, salud, vivienda, turismo, recreación, deporte y las demás que establezca la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,- l) La construcción de obras que demande el progreso local en el marco de sus atribuciones.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,- m) El desarrollo estratégico de la comuna mediante el plan de desarrollo comunal.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,- n) La planificación del territorio mediante el plan regulador comunal acordado de forma participativa con la comunidad de su respectivo territorio.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,- ñ) El fomento de las actividades productivas.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,- o) El fomento del comercio local.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,"- p) El fomento de la reintegración y reinserción de las personas en situación de calle que así lo requieran, mediante la planificación, coordinación y ejecución de programas al efecto."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,- q) Gestionar la reducción de riesgos frente a desastres.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,- r) El desarrollo de aseo y ornato de la comuna.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,- s) La promoción de la seguridad ciudadana.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 202,"- t) Las demás competencias que determinen la Constitución y la ley. Las leyes deberán reconocer las diferencias existentes entre los distintos tipos de comunas y municipalidades, velando por la equidad, inclusión y cohesión territorial."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 203,"1. A fin de garantizar el respeto, la protección y la realización progresiva de los derechos económicos y sociales en igualdad de condiciones, las comunas autónomas podrán encomendar temporalmente una o más competencias a la región autónoma respectiva o la Administración central, conforme a lo establecido en la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 203,"2. A petición de la alcaldesa o del alcalde, con acuerdo del concejo municipal, la región autónoma o la Administración central, cuando así lo exija el interés general, podrán subrogar de forma transitoria a la comuna autónoma en el ejercicio de las competencias que no puedan ser asumidas por esta."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 204,"La alcaldesa o el alcalde, con aprobación del concejo municipal, podrá establecer delegaciones para el ejercicio de las facultades de la comuna autónoma en los casos y las formas que determine la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 205,"El gobierno de la comuna autónoma reside en la municipalidad, la que estará constituida por la alcaldesa o el alcalde y el concejo municipal, con la participación de la comunidad que habita en su territorio."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 206,"1. La alcaldesa o el alcalde es la máxima autoridad ejecutiva del gobierno comunal, integra y preside el concejo municipal y representa judicial y extrajudicialmente a la comuna."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 206,2. Ejercerá sus funciones por el término de cuatros años y se podrá reelegir consecutivamente solo una vez para el período siguiente. Para estos efectos se entenderá que ha ejercido su cargo durante un período cuando haya cumplido más de la mitad de su mandato.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 207,"1. El concejo municipal es el órgano colegiado de representación popular y vecinal, dotado de funciones normativas, resolutivas y fiscalizadoras. Estará integrado por el número de personas en proporción a la población de la comuna, conforme a la Constitución y la ley. La ley establecerá un régimen de inhabilidades e incompatibilidades."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 207,2. Quienes integren el concejo municipal ejercerán sus funciones por el término de cuatro años y se podrán reelegir consecutivamente solo una vez para el período siguiente. Para estos efectos se entenderá que han ejercido su cargo durante un período cuando hayan cumplido más de la mitad de su mandato.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 207,3. Las concejalas y los concejales dispondrán de las condiciones y recursos necesarios para el desempeño eficiente y probo del cargo.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 207,"4. Será necesario el acuerdo del concejo para la aprobación del plan comunal de desarrollo, del presupuesto municipal y de los proyectos de inversión respectivos, y otros que determine la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 207,5. Será igualmente necesario el acuerdo del concejo para la aprobación del plan regulador comunal.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 208,"Cada comuna tendrá un estatuto comunal elaborado y aprobado por el concejo municipal. Sin perjuicio de los mínimos generales dispuestos por la ley para todas las comunas, el estatuto comunal establece la organización administrativa y el funcionamiento de los órganos comunales, los mecanismos de democracia vecinal y las normas de elaboración de ordenanzas comunales."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 209,"1. La asamblea social comunal tiene la finalidad de promover la participación popular y ciudadana en los asuntos públicos. Será de carácter consultivo, incidente y representativo de las organizaciones de la comuna."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 209,"2. Su integración, organización, funcionamiento y atribuciones serán establecidos por ley y complementados por el estatuto regional."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 210,"1. Las comunas establecerán territorios denominados unidades vecinales. Dentro de la unidad vecinal se constituirá una junta vecinal, representativa de las personas que residen en ella, la que contará con personalidad jurídica y no tendrá fines de lucro. Su objeto será hacer efectiva la participación popular en la gestión comunal y en el desarrollo de la comunidad. En comunas con población rural, podrá constituirse además una unión comunal de juntas vecinales de carácter rural."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 210,"2. La ley dispondrá la forma de determinar el territorio de las unidades vecinales, el procedimiento de constitución de las juntas vecinales y uniones comunales y sus atribuciones."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 211,1. El consejo de alcaldesas y alcaldes es un órgano de carácter consultivo y representativo de todas las comunas de la región autónoma. Será coordinado por quien determinen sus integrantes por mayoría en ejercicio.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 211,"2. Deberá sesionar y abordar las problemáticas de la región autónoma, promover una coordinación efectiva entre los distintos órganos con presencia regional y fomentar una cooperación eficaz entre los gobiernos comunales."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 212,1. La Administración central del Estado garantiza a la municipalidad el financiamiento y los recursos suficientes para el justo y equitativo desarrollo de cada comuna.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 212,"2. Asimismo, debe observar como principio básico para el gobierno comunal la búsqueda de un desarrollo territorial armónico y equitativo, propendiendo a que todas las personas tengan acceso a igual nivel y calidad de servicios públicos municipales, sin distinción del lugar que habiten."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 213,"1. Las comunas autónomas podrán asociarse entre sí, de manera permanente o temporal. Contarán con personalidad jurídica de derecho privado y se regirán por la normativa propia de dicho sector."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 213,"2. Sin perjuicio de lo dispuesto en el inciso precedente, las asociaciones quedarán sujetas a la fiscalización de la Contraloría General de la República y deberán cumplir con la normativa de probidad administrativa y de transparencia en el ejercicio de la función que desarrollan."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 214,"Las comunas autónomas, a fin de cumplir con sus funciones y ejercer sus atribuciones, podrán crear empresas, o participar en ellas, ya sea individualmente o asociadas con otras entidades públicas o privadas, previa autorización por ley general o especial. Las empresas públicas municipales tendrán personalidad jurídica y patrimonio propio y se regirán en conformidad con lo dispuesto en la Constitución y la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 215,"1. La creación, división o fusión de comunas autónomas o la modificación de sus límites o denominación se determinará por ley, respetando en todo caso criterios objetivos, según lo dispuesto en la Constitución."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 215,"2. Una ley regulará la administración transitoria de las comunas que se creen; el procedimiento de instalación de las nuevas municipalidades, de traspaso del personal municipal y de los servicios, y los resguardos necesarios para cautelar el uso y la disposición de los bienes que se encuentren situados en los territorios de las nuevas comunas."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 216,"1. Las municipalidades tienen el deber de promover y garantizar la participación ciudadana de la comunidad local en la gestión, en la construcción de políticas de desarrollo local y en la planificación del territorio, así como en los casos que esta Constitución, la ley y los estatutos regionales o comunales señalen."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 216,"2. Estas proveerán los mecanismos, los espacios, los recursos, la alfabetización digital, la formación y la educación cívica y todo aquello que sea necesario para concretar dicha participación, que será consultiva, incidente y, en su caso, vinculante de acuerdo con la legislación respectiva."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 217,"Las municipalidades podrán establecer sus plantas de personal y los órganos o las unidades de su estructura interna, conforme a la ley, cautelando la carrera funcionaria y su debido financiamiento."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 217,## Provincia
Capítulo VI,Estado Regional y Organización Territorial,Artículo 218,La provincia es una división territorial establecida con fines administrativos y está compuesta por una agrupación de comunas autónomas.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 218,## Región autónoma
Capítulo VI,Estado Regional y Organización Territorial,Artículo 219,"La región autónoma es la entidad política y territorial dotada de personalidad jurídica de derecho público y patrimonio propio que goza de autonomía para el desarrollo de los intereses regionales, la gestión de sus recursos económicos y el ejercicio de las atribuciones legislativas, reglamentarias, ejecutivas y fiscalizadoras a través de sus órganos en el ámbito de sus competencias, con arreglo a lo dispuesto en la Constitución y la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,Son competencias de la región autónoma:
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,"- a) La organización del Gobierno regional, en conformidad con la Constitución y su estatuto."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,- b) La organización político-administrativa y financiera de la región autónoma.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,- c) Coordinar y delegar las competencias constitucionales compartidas con las demás entidades territoriales.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,"- d) La política regional de vivienda, urbanismo, salud, transporte y educación, en coordinación con las políticas, los planes y los programas nacionales, respetando la universalidad de los derechos garantizados por esta Constitución."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,"- e) La creación de empresas públicas regionales por parte de los órganos de la región autónoma competentes, conforme a los procedimientos regulados en la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,- f) Ejercer autónomamente la administración y coordinación de todos los servicios públicos de su dependencia.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,"- g) La conservación, preservación, protección y restauración de la naturaleza, del equilibrio ecológico y el uso racional del agua y los demás elementos naturales de su territorio."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,"- h) La regulación y administración de los bosques, las reservas y los parques de las áreas silvestres protegidas y cualquier otro predio fiscal que se considere necesario para el cuidado de los servicios ecosistémicos que se otorgan a las comunidades, en el ámbito de sus competencias."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,"- i) La planificación, el ordenamiento territorial y el manejo integrado de cuencas."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,- j) Establecer una política permanente de desarrollo sostenible y armónico con la naturaleza.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,"- k) Aprobar, mediando procesos de participación ciudadana, los planes de descontaminación ambientales de la región autónoma."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,- l) Promover la participación popular en asuntos de interés regional.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,"- m) El desarrollo de la investigación, la tecnología y las ciencias."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,"- n) El fomento y la protección de las culturas, las artes, el patrimonio histórico, inmaterial arqueológico, lingüístico y arquitectónico; y la formación artística en su territorio."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,- ñ) Ejecutar las obras públicas de interés en el territorio de la región autónoma.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,- o) La planificación e implementación de la conectividad física y digital.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,"- p) La promoción y el fomento del deporte, el ocio y la recreación."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,"- q) La promoción y ordenación del turismo en el ámbito territorial de la región autónoma, en coordinación con la comuna autónoma."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,"- r) El fomento del desarrollo social, productivo y económico de la región autónoma, en coordinación con las políticas, los planes y los programas nacionales."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,- s) Establecer contribuciones y tasas dentro de su territorio previa autorización por ley.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,"- t) Participar en acciones de cooperación internacional, dentro de los marcos establecidos por los tratados y los convenios vigentes."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 220,- u) Las demás competencias que determinen la Constitución y ley.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 221,"1. Las competencias no expresamente conferidas a la región autónoma corresponden a la Administración central, sin perjuicio de las transferencias de competencias que regulan la Constitución y la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 221,2. Las competencias de la región autónoma podrán ejercerse de manera concurrente y coordinada con otros órganos del Estado.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 222,La organización institucional de las regiones autónomas se compone del gobierno regional y de la asamblea regional.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 223,1. El gobierno regional es el órgano ejecutivo de la región autónoma.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 223,"2. Una gobernadora o un gobernador regional dirige el gobierno regional, ejerce la función de gobierno y administración y representa judicial y extrajudicialmente a la región."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 223,"3. Quien dirija el gobierno regional representa a la región autónoma ante las autoridades nacionales con funciones de coordinación e intermediación entre el gobierno central y la región y ante las autoridades internacionales, en el marco de la política nacional de relaciones internacionales."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 223,"4. En la elección respectiva, resultará electo quien obtenga la mayoría de los votos válidamente emitidos. Si ninguna persona logra al menos el cuarenta por ciento de los votos, se producirá una segunda votación entre quienes hayan obtenido las dos más altas mayorías. Resultará elegido quien obtenga la mayoría de los votos válidamente emitidos."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 223,"5. Quien dirija el gobierno regional ejercerá sus funciones por el término de cuatro años, pudiendo reelegirse consecutivamente solo una vez para el período siguiente. En este caso, se considerará que se ha ejercido el cargo durante un período cuando se haya cumplido más de la mitad del mandato."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 224,Son atribuciones esenciales de los gobiernos regionales las siguientes:
Capítulo VI,Estado Regional y Organización Territorial,Artículo 224,"- a) Ejercer la potestad reglamentaria en todas aquellas materias que se encuentren dentro del ámbito de sus competencias, en conformidad con la Constitución, la ley y el estatuto regional."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 224,"- b) Organizar, administrar, supervigilar y fiscalizar los servicios públicos de la región autónoma y coordinarse con el Gobierno respecto de aquellos que detenten un carácter nacional y que funcionen en la región."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 224,"- c) Proponer a la asamblea regional la creación de empresas públicas regionales o la participación en empresas regionales para la gestión de servicios de su competencia, según lo dispuesto en la Constitución, la ley y el estatuto regional."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 224,"- d) Preparar y presentar ante la asamblea regional el plan regional de ordenamiento territorial y los planes de desarrollo urbano de las áreas metropolitanas, en conformidad con el estatuto regional y la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 224,"- e) Presentar ante la asamblea regional los planes de manejo integrado de cuencas acordados en los respectivos consejos de cuencas, en conformidad con la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 224,"- f) Convocar a referendos y plebiscitos regionales en virtud de lo previsto en la Constitución, el estatuto regional y la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 224,- g) Establecer sistemas de gestión de crisis entre los órganos que tienen
Capítulo VI,Estado Regional y Organización Territorial,Artículo 224,"asiento en la región autónoma, que incluyan, a lo menos, su preparación, prevención, administración y manejo."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 224,"- h) Preparar y presentar ante la asamblea regional el plan de desarrollo regional, conforme al estatuto regional."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 224,- i) Celebrar actos y contratos en los que tenga interés.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 224,"- j) Adoptar e implementar políticas públicas que fomenten y promocionen el desarrollo social, productivo, económico y cultural de la región autónoma, especialmente en ámbitos de competencia de la región autónoma."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 224,"- k) Promover la innovación, la competitividad y la inversión en la respectiva región autónoma."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 224,"- l) Elaborar y presentar ante la asamblea regional el proyecto de presupuesto regional, conforme a esta Constitución y al estatuto regional."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 224,- m) Administrar y ejecutar la planificación presupuestaria sobre la destinación y uso del presupuesto regional.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 224,- n) Ejercer competencias fiscales propias conforme a la Constitución y la ley.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 224,"- ñ) Celebrar y ejecutar convenios con los gobiernos de otras regiones autónomas para efectos de implementar programas y políticas públicas interregionales, así como toda otra forma de asociatividad territorial."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 224,"- o) Celebrar y ejecutar acciones de cooperación internacional, dentro de los marcos establecidos por los tratados y convenios que el país celebre al efecto y conforme a los procedimientos regulados en la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 224,"- p) Las demás atribuciones que señalen la Constitución, la ley y el estatuto regional."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 225,"1. La asamblea regional es el órgano colegiado de representación regional que está dotado de potestades normativas, resolutivas y fiscalizadoras."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 225,2. Una ley determinará los requisitos generales para acceder al cargo de asambleísta regional y su número en proporción a la población regional.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 225,"3. Quienes desempeñen el cargo de asambleísta regional ejercerán sus funciones por el término de cuatro años, pudiendo reelegirse consecutivamente solo una vez para el período inmediatamente siguiente. En este caso, se considerará que han ejercido el cargo durante un período cuando hayan cumplido más de la mitad de su mandato."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 226,Son atribuciones de la asamblea regional:
Capítulo VI,Estado Regional y Organización Territorial,Artículo 226,- a) Dictar su reglamento interno de funcionamiento.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 226,- b) Dictar las normas regionales que hagan aplicables las leyes de acuerdo regional.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 226,- c) Iniciar en materias de interés regional el trámite legislativo ante la Cámara de las Regiones.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 226,- d) Solicitar al Congreso de Diputadas y Diputados la transferencia de la potestad legislativa en materias de interés de la región autónoma.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 226,- e) Ejercer la potestad reglamentaria en conjunto con quien dirija el gobierno regional en materias de su competencia y dictar los reglamentos de ejecución de ley cuando esta lo encomiende.
