articulo,topico,score
Artículo 215,Sobre los derechos,0.0008288905955851078
Artículo 215,Contraloría general de la república,0.0006068030488677323
Artículo 215,Derechos fundamentales,0.0005689617246389389
Artículo 215,Tipos de democracia,0.0005160007858648896
Artículo 215,Autonomías territoriales indígenas,0.0003978348686359823
Artículo 215,Ruralidad,0.0003937901055905968
Artículo 215,Consejo de la Justicia,0.0003815556119661778
Artículo 215,Defensoría Penal Pública,0.00037619195063598454
Artículo 215,Nacionalidad y ciudadanía,0.00029556918889284134
Artículo 215,Bienes comunes naturales,0.0002659417223185301
Artículo 215,Banco Central,0.00025018907035700977
Artículo 215,Autonomía fiscal,0.0002086751046590507
Artículo 215,Estatuto de los minerales,0.00015435619570780545
Artículo 215,Sistemas de justicia,0.00014279645984061062
Artículo 215,Agencia Nacional de Protección de Datos,0.00011913716298295185
Artículo 215,Defensoría del Pueblo y de la Niñez,9.232385491486639e-05
Artículo 215,Estatuto de las aguas,7.12798282620497e-05
Artículo 215,Defensoría de la Naturaleza,6.818155816290528e-05
Artículo 215,Sufragio y sistema electoral,6.020859655109234e-05
Artículo 215,Derechos de la naturaleza,5.279312972561456e-05
Artículo 216,Participación y representación,0.5199311375617981
Artículo 216,Comuna autónoma,0.21644830703735352
Artículo 216,Órganos autónomos constitucionales,0.1272096037864685
Artículo 216,Acciones constitucionales,0.030706454068422318
Artículo 216,Principios y disposiciones generales,0.026991918683052063
Artículo 216,Provincia,0.021922027692198753
Artículo 216,Región autónoma,0.021112749353051186
Artículo 216,Organización territorial,0.0053354050032794476
Artículo 216,Sobre los derechos,0.003959591966122389
Artículo 216,Poder ejecutivo,0.00333623425103724
Artículo 216,Poder legislativo,0.003205820918083191
Artículo 216,Derechos fundamentales,0.00275977049022913
Artículo 216,Buen gobierno y función pública,0.0026889056898653507
Artículo 216,Nacionalidad y ciudadanía,0.0017836341867223382
Artículo 216,Defensoría Penal Pública,0.0014094584621489048
Artículo 216,Contraloría general de la república,0.0009033501264639199
Artículo 216,Ministerio Público,0.0008454316994175315
Artículo 216,Tipos de democracia,0.0007973178871907294
Artículo 216,Territorios especiales,0.0007746928022243083
Artículo 216,Banco Central,0.000762532465159893
Artículo 216,Proceso de creación de leyes,0.0007349970401264727
Artículo 216,Corte Constitucional,0.0006571998237632215
Artículo 216,Consejo de la Justicia,0.0005894352216273546
Artículo 216,Reforma Constitucional,0.0005632846150547266
Artículo 216,Defensoría del Pueblo y de la Niñez,0.0005550932255573571
Artículo 216,Cambio de Constitución,0.0004994102055206895
Artículo 216,Ruralidad,0.00045909310574643314
Artículo 216,Bienes comunes naturales,0.0004471152788028121
Artículo 216,Sufragio y sistema electoral,0.0004256321117281914
Artículo 216,Derechos de la naturaleza,0.00035188422771170735
Artículo 216,Sistemas de justicia,0.00032098620431497693
Artículo 216,Autonomía fiscal,0.0003185817622579634
Artículo 216,Autonomías territoriales indígenas,0.00031551465508528054
Artículo 216,Estatuto de los minerales,0.0003102938353549689
Artículo 216,Agencia Nacional de Protección de Datos,0.00023429087013937533
Artículo 216,Estatuto de las aguas,0.00020445309928618371
Artículo 216,Defensoría de la Naturaleza,0.00012832810170948505
Artículo 217,Buen gobierno y función pública,0.21715734899044037
Artículo 217,Región autónoma,0.13420669734477997
Artículo 217,Organización territorial,0.10020781308412552
Artículo 217,Comuna autónoma,0.08793798834085464
Artículo 217,Territorios especiales,0.06811337172985077
Artículo 217,Provincia,0.06806474924087524
Artículo 217,Órganos autónomos constitucionales,0.06690748780965805
Artículo 217,Poder ejecutivo,0.06014230474829674
Artículo 217,Autonomía fiscal,0.04085209220647812
Artículo 217,Acciones constitucionales,0.038842860609292984
Artículo 217,Participación y representación,0.02118355967104435
Artículo 217,Poder legislativo,0.014563933946192265
Artículo 217,Principios y disposiciones generales,0.014391129836440086
Artículo 217,Proceso de creación de leyes,0.011744561605155468
Artículo 217,Defensoría Penal Pública,0.010701796039938927
Artículo 217,Nacionalidad y ciudadanía,0.005963657516986132
Artículo 217,Ruralidad,0.004960572347044945
Artículo 217,Ministerio Público,0.004752462729811668
Artículo 217,Tipos de democracia,0.0038620897103101015
Artículo 217,Reforma Constitucional,0.003712976584210992
Artículo 217,Consejo de la Justicia,0.003088077064603567
Artículo 217,Cambio de Constitución,0.0029095131903886795
Artículo 217,Derechos fundamentales,0.0023496770299971104
Artículo 217,Defensoría del Pueblo y de la Niñez,0.0019388858927413821
Artículo 217,Corte Constitucional,0.0017942553386092186
Artículo 217,Sobre los derechos,0.001687756972387433
Artículo 217,Defensoría de la Naturaleza,0.0011893986957147717
Artículo 217,Sistemas de justicia,0.0011105906451120973
Artículo 217,Derechos de la naturaleza,0.0010085030226036906
Artículo 217,Estatuto de los minerales,0.0008811034495010972
Artículo 217,Bienes comunes naturales,0.0007777550490573049
Artículo 217,Autonomías territoriales indígenas,0.0007398395682685077
Artículo 217,Contraloría general de la república,0.0006867957999929786
Artículo 217,Banco Central,0.0006100848549976945
Artículo 217,Sufragio y sistema electoral,0.0004514050087891519
Artículo 217,Agencia Nacional de Protección de Datos,0.00036652429844252765
Artículo 217,Estatuto de las aguas,0.00014038074004929513
Artículo 218,Organización territorial,0.12784118950366974
Artículo 218,Poder ejecutivo,0.11737976968288422
Artículo 218,Territorios especiales,0.0765136182308197
Artículo 218,Comuna autónoma,0.07511191070079803
Artículo 218,Órganos autónomos constitucionales,0.07206633687019348
Artículo 218,Acciones constitucionales,0.05629536136984825
Artículo 218,Ministerio Público,0.04736492410302162
Artículo 218,Poder legislativo,0.04731489717960358
Artículo 218,Defensoría Penal Pública,0.04114199057221413
Artículo 218,Reforma Constitucional,0.03942662850022316
Artículo 218,Autonomía fiscal,0.03001473657786846
Artículo 218,Cambio de Constitución,0.02910553105175495
Artículo 218,Región autónoma,0.02883169800043106
Artículo 218,Principios y disposiciones generales,0.02411346323788166
Artículo 218,Contraloría general de la república,0.020077284425497055
Artículo 218,Ruralidad,0.01978524774312973
Artículo 218,Provincia,0.018458612263202667
Artículo 218,Consejo de la Justicia,0.01703477092087269
Artículo 218,Tipos de democracia,0.015855222940444946
Artículo 218,Proceso de creación de leyes,0.01467678789049387
Artículo 218,Participación y representación,0.009617733769118786
Artículo 218,Sistemas de justicia,0.00872701033949852
Artículo 218,Estatuto de los minerales,0.00796661339700222
Artículo 218,Corte Constitucional,0.007958020083606243
Artículo 218,Defensoría del Pueblo y de la Niñez,0.007418480236083269
Artículo 218,Nacionalidad y ciudadanía,0.005820560734719038
Artículo 218,Banco Central,0.005465582944452763
Artículo 218,Buen gobierno y función pública,0.005054099019616842
Artículo 218,Agencia Nacional de Protección de Datos,0.00478507112711668
Artículo 218,Sobre los derechos,0.00403612433001399
Artículo 218,Autonomías territoriales indígenas,0.002863529836758971
Artículo 218,Estatuto de las aguas,0.0027978739235550165
Artículo 218,Derechos fundamentales,0.002432899083942175
Artículo 218,Defensoría de la Naturaleza,0.0021714624017477036
Artículo 218,Derechos de la naturaleza,0.0021325242705643177
Artículo 218,Sufragio y sistema electoral,0.0014658826403319836
Artículo 218,Bienes comunes naturales,0.0008765454986132681
Artículo 219,Comuna autónoma,0.3924497365951538
Artículo 219,Región autónoma,0.3454397916793823
Artículo 219,Órganos autónomos constitucionales,0.14004580676555634
Artículo 219,Territorios especiales,0.06904558092355728
Artículo 219,Organización territorial,0.026973890140652657
Artículo 219,Provincia,0.00473790243268013
Artículo 219,Acciones constitucionales,0.004620613995939493
Artículo 219,Principios y disposiciones generales,0.002531030448153615
Artículo 219,Poder ejecutivo,0.002215740503743291
Artículo 219,Poder legislativo,0.001232761424034834
Artículo 219,Sobre los derechos,0.0010321753798052669
Artículo 219,Participación y representación,0.0008965361630544066
Artículo 219,Nacionalidad y ciudadanía,0.000792098930105567
Artículo 219,Tipos de democracia,0.0007311661029234529
Artículo 219,Autonomía fiscal,0.000729731225874275
Artículo 219,Ruralidad,0.0004852621932514012
Artículo 219,Buen gobierno y función pública,0.0004751137166749686
Artículo 219,Autonomías territoriales indígenas,0.0004658786638174206
Artículo 219,Derechos fundamentales,0.0004482454969547689
Artículo 219,Reforma Constitucional,0.00043787105823867023
Artículo 219,Ministerio Público,0.0004341701860539615
Artículo 219,Corte Constitucional,0.00041956783388741314
Artículo 219,Consejo de la Justicia,0.00038873529410921037
Artículo 219,Proceso de creación de leyes,0.00035766142536886036
Artículo 219,Defensoría Penal Pública,0.00034744321601465344
Artículo 219,Cambio de Constitución,0.0003354190557729453
Artículo 219,Sistemas de justicia,0.00026772459386847913
Artículo 219,Agencia Nacional de Protección de Datos,0.00024482447770424187
Artículo 219,Defensoría del Pueblo y de la Niñez,0.0002018422237597406
Artículo 219,Derechos de la naturaleza,0.00019306254398543388
Artículo 219,Bienes comunes naturales,0.00017862826643977314
Artículo 219,Estatuto de los minerales,0.00017708123777993023
Artículo 219,Estatuto de las aguas,0.00015898290439508855
Artículo 219,Sufragio y sistema electoral,0.0001451116695534438
Artículo 219,Banco Central,0.0001375421998091042
Artículo 219,Defensoría de la Naturaleza,0.00013184084673412144
Artículo 219,Contraloría general de la república,9.340346878161654e-05
Artículo 220,Región autónoma,0.05898382142186165
Artículo 220,Organización territorial,0.05267449840903282
Artículo 220,Comuna autónoma,0.04998458921909332
Artículo 220,Defensoría de la Naturaleza,0.042560964822769165
Artículo 220,Órganos autónomos constitucionales,0.038871604949235916
Artículo 220,Derechos de la naturaleza,0.035084500908851624
Artículo 220,Poder ejecutivo,0.034130021929740906
Artículo 220,Acciones constitucionales,0.03276846930384636
Artículo 220,Bienes comunes naturales,0.03240278735756874
Artículo 220,Buen gobierno y función pública,0.029633192345499992
Artículo 220,Provincia,0.02856728993356228
Artículo 220,Ministerio Público,0.02845126762986183
Artículo 220,Participación y representación,0.026854313910007477
Artículo 220,Sobre los derechos,0.026838509365916252
Artículo 220,Contraloría general de la república,0.026804357767105103
Artículo 220,Territorios especiales,0.026695890352129936
Artículo 220,Principios y disposiciones generales,0.02600683458149433
Artículo 220,Corte Constitucional,0.025159107521176338
Artículo 220,Poder legislativo,0.024765096604824066
Artículo 220,Nacionalidad y ciudadanía,0.024484947323799133
Artículo 220,Derechos fundamentales,0.02407117560505867
Artículo 220,Cambio de Constitución,0.023423010483384132
Artículo 220,Tipos de democracia,0.023192381486296654
Artículo 220,Proceso de creación de leyes,0.02272241935133934
Artículo 220,Reforma Constitucional,0.022591467946767807
Artículo 220,Ruralidad,0.022280726581811905
Artículo 220,Consejo de la Justicia,0.02054346539080143
Artículo 220,Banco Central,0.020271029323339462
Artículo 220,Defensoría Penal Pública,0.018668057397007942
Artículo 220,Autonomías territoriales indígenas,0.017702648416161537
Artículo 220,Sistemas de justicia,0.017474191263318062
Artículo 220,Agencia Nacional de Protección de Datos,0.017436841502785683
Artículo 220,Estatuto de los minerales,0.017400048673152924
Artículo 220,Autonomía fiscal,0.01648610271513462
Artículo 220,Defensoría del Pueblo y de la Niñez,0.016100024804472923
Artículo 220,Estatuto de las aguas,0.014056352898478508
Artículo 220,Sufragio y sistema electoral,0.013858065940439701
Artículo 221,Poder ejecutivo,0.428921103477478
Artículo 221,Región autónoma,0.278168261051178
Artículo 221,Comuna autónoma,0.17853103578090668
Artículo 221,Órganos autónomos constitucionales,0.04717734456062317
Artículo 221,Acciones constitucionales,0.018739111721515656
Artículo 221,Principios y disposiciones generales,0.006793048698455095
Artículo 221,Contraloría general de la república,0.0065698567777872086
Artículo 221,Provincia,0.004740282893180847
Artículo 221,Ministerio Público,0.003095136024057865
Artículo 221,Organización territorial,0.002539839828386903
Artículo 221,Poder legislativo,0.001988247036933899
Artículo 221,Participación y representación,0.0019425117643550038
Artículo 221,Territorios especiales,0.0018789877649396658
Artículo 221,Reforma Constitucional,0.0016941180219873786
Artículo 221,Nacionalidad y ciudadanía,0.0016566020203754306
Artículo 221,Corte Constitucional,0.001430557924322784
Artículo 221,Banco Central,0.0013857848243787885
Artículo 221,Tipos de democracia,0.0012480502482503653
Artículo 221,Sobre los derechos,0.0012346779694780707
Artículo 221,Cambio de Constitución,0.0010730306385084987
Artículo 221,Consejo de la Justicia,0.0007993807084858418
Artículo 221,Buen gobierno y función pública,0.0007824050262570381
Artículo 221,Derechos fundamentales,0.0007337183924391866
Artículo 221,Proceso de creación de leyes,0.0006276197382248938
Artículo 221,Defensoría Penal Pública,0.0006241417140699923
Artículo 221,Autonomías territoriales indígenas,0.0005592982051894069
Artículo 221,Defensoría del Pueblo y de la Niñez,0.0005396688939072192
Artículo 221,Ruralidad,0.0005306365783326328
Artículo 221,Defensoría de la Naturaleza,0.0005233315168879926
Artículo 221,Agencia Nacional de Protección de Datos,0.000509977457113564
Artículo 221,Derechos de la naturaleza,0.0005011147586628795
Artículo 221,Autonomía fiscal,0.000483505631564185
Artículo 221,Bienes comunes naturales,0.00042867613956332207
Artículo 221,Sistemas de justicia,0.0004258061817381531
Artículo 221,Estatuto de los minerales,0.000390750530641526
Artículo 221,Estatuto de las aguas,0.00036910298513248563
Artículo 221,Sufragio y sistema electoral,0.00036333355819806457
Artículo 222,Organización territorial,0.1314055472612381
Artículo 222,Territorios especiales,0.08638551831245422
Artículo 222,Acciones constitucionales,0.0690327063202858
Artículo 222,Poder ejecutivo,0.06819295883178711
Artículo 222,Poder legislativo,0.0674651712179184
Artículo 222,Comuna autónoma,0.0645461305975914
Artículo 222,Órganos autónomos constitucionales,0.06184641644358635
Artículo 222,Reforma Constitucional,0.04453703761100769
Artículo 222,Región autónoma,0.042687494307756424
Artículo 222,Provincia,0.0391547828912735
Artículo 222,Defensoría Penal Pública,0.036905694752931595
Artículo 222,Principios y disposiciones generales,0.028184883296489716
Artículo 222,Ruralidad,0.02817988209426403
Artículo 222,Ministerio Público,0.026560278609395027
Artículo 222,Participación y representación,0.020642878487706184
Artículo 222,Nacionalidad y ciudadanía,0.019695349037647247
Artículo 222,Cambio de Constitución,0.019253715872764587
Artículo 222,Tipos de democracia,0.019018737599253654
Artículo 222,Derechos de la naturaleza,0.018080854788422585
Artículo 222,Sobre los derechos,0.01739085465669632
Artículo 222,Derechos fundamentales,0.015445026569068432
Artículo 222,Estatuto de los minerales,0.01156867016106844
Artículo 222,Defensoría de la Naturaleza,0.01089074369519949
Artículo 222,Contraloría general de la república,0.006036907434463501
Artículo 222,Buen gobierno y función pública,0.005831815768033266
Artículo 222,Autonomías territoriales indígenas,0.004817847162485123
Artículo 222,Proceso de creación de leyes,0.004669526591897011
Artículo 222,Consejo de la Justicia,0.004596606362611055
Artículo 222,Corte Constitucional,0.00393544090911746
Artículo 222,Sistemas de justicia,0.0035141510888934135
Artículo 222,Bienes comunes naturales,0.003488020971417427
Artículo 222,Autonomía fiscal,0.0034225459676235914
Artículo 222,Agencia Nacional de Protección de Datos,0.003057569731026888
Artículo 222,Estatuto de las aguas,0.003005108330398798
Artículo 222,Defensoría del Pueblo y de la Niñez,0.0027335877530276775
Artículo 222,Banco Central,0.002346923341974616
Artículo 222,Sufragio y sistema electoral,0.0014725107466802
Artículo 223,Poder ejecutivo,0.2927857041358948
Artículo 223,Poder legislativo,0.14310289919376373
Artículo 223,Región autónoma,0.12289248406887054
Artículo 223,Órganos autónomos constitucionales,0.0715865045785904
Artículo 223,Comuna autónoma,0.07149065285921097
Artículo 223,Participación y representación,0.054539620876312256
Artículo 223,Ministerio Público,0.0517599917948246
Artículo 223,Provincia,0.04602216184139252
Artículo 223,Organización territorial,0.03197971731424332
Artículo 223,Sufragio y sistema electoral,0.014451134949922562
Artículo 223,Contraloría general de la república,0.010085973888635635
Artículo 223,Principios y disposiciones generales,0.00997109804302454
Artículo 223,Acciones constitucionales,0.009313357062637806
Artículo 223,Territorios especiales,0.008704940788447857
Artículo 223,Buen gobierno y función pública,0.006892672274261713
Artículo 223,Consejo de la Justicia,0.006846232805401087
Artículo 223,Corte Constitucional,0.005692566744983196
Artículo 223,Defensoría Penal Pública,0.004813500680029392
Artículo 223,Tipos de democracia,0.004419452976435423
Artículo 223,Banco Central,0.0035544238053262234
Artículo 223,Sobre los derechos,0.0033078750129789114
Artículo 223,Nacionalidad y ciudadanía,0.002476719208061695
Artículo 223,Estatuto de los minerales,0.0022030610125511885
Artículo 223,Autonomías territoriales indígenas,0.0019076148746535182
Artículo 223,Sistemas de justicia,0.00185500830411911
Artículo 223,Reforma Constitucional,0.0018323702970519662
Artículo 223,Defensoría del Pueblo y de la Niñez,0.0017959763063117862
Artículo 223,Proceso de creación de leyes,0.001776908989995718
Artículo 223,Autonomía fiscal,0.0015767717268317938
Artículo 223,Defensoría de la Naturaleza,0.0015369923785328865
Artículo 223,Derechos fundamentales,0.0014941728441044688
Artículo 223,Cambio de Constitución,0.0013918883632868528
Artículo 223,Ruralidad,0.0013636141084134579
Artículo 223,Bienes comunes naturales,0.0013362524332478642
Artículo 223,Agencia Nacional de Protección de Datos,0.0012885692995041609
Artículo 223,Derechos de la naturaleza,0.001103308517485857
Artículo 223,Estatuto de las aguas,0.0008477751398459077
Artículo 224,Región autónoma,0.05604264512658119
Artículo 224,Organización territorial,0.04795987531542778
Artículo 224,Órganos autónomos constitucionales,0.04275965318083763
Artículo 224,Autonomía fiscal,0.04228842630982399
Artículo 224,Poder ejecutivo,0.038763996213674545
Artículo 224,Buen gobierno y función pública,0.03666013851761818
Artículo 224,Comuna autónoma,0.036370135843753815
Artículo 224,Acciones constitucionales,0.03477741405367851
Artículo 224,Proceso de creación de leyes,0.03363577276468277
Artículo 224,Principios y disposiciones generales,0.033169616013765335
Artículo 224,Participación y representación,0.032807618379592896
Artículo 224,Ministerio Público,0.03230011463165283
Artículo 224,Poder legislativo,0.03178521990776062
Artículo 224,Contraloría general de la república,0.03008454479277134
Artículo 224,Provincia,0.030036065727472305
Artículo 224,Corte Constitucional,0.02837848663330078
Artículo 224,Cambio de Constitución,0.027831705287098885
Artículo 224,Territorios especiales,0.02759667858481407
Artículo 224,Sobre los derechos,0.027596531435847282
Artículo 224,Derechos fundamentales,0.027221722528338432
Artículo 224,Reforma Constitucional,0.02668454870581627
Artículo 224,Consejo de la Justicia,0.02508264034986496
Artículo 224,Tipos de democracia,0.024891888722777367
Artículo 224,Defensoría Penal Pública,0.023562248796224594
Artículo 224,Agencia Nacional de Protección de Datos,0.022872742265462875
Artículo 224,Nacionalidad y ciudadanía,0.021025510504841805
Artículo 224,Banco Central,0.020959772169589996
Artículo 224,Sistemas de justicia,0.01874532736837864
Artículo 224,Estatuto de los minerales,0.018378261476755142
Artículo 224,Defensoría del Pueblo y de la Niñez,0.016275234520435333
Artículo 224,Autonomías territoriales indígenas,0.014783337712287903
Artículo 224,Ruralidad,0.014699393883347511
Artículo 224,Sufragio y sistema electoral,0.014542688615620136
Artículo 224,Derechos de la naturaleza,0.013939723372459412
Artículo 224,Bienes comunes naturales,0.013245616108179092
Artículo 224,Defensoría de la Naturaleza,0.0077957347966730595
Artículo 224,Estatuto de las aguas,0.004448931664228439
Artículo 225,Órganos autónomos constitucionales,0.18787379562854767
Artículo 225,Región autónoma,0.1725711077451706
Artículo 225,Poder legislativo,0.14822104573249817
Artículo 225,Participación y representación,0.11594182997941971
Artículo 225,Poder ejecutivo,0.08155201375484467
Artículo 225,Principios y disposiciones generales,0.04528891295194626
Artículo 225,Comuna autónoma,0.0358160100877285
Artículo 225,Organización territorial,0.026325760409235954
Artículo 225,Provincia,0.0223100483417511
Artículo 225,Tipos de democracia,0.010801277123391628
Artículo 225,Acciones constitucionales,0.009540364146232605
Artículo 225,Ministerio Público,0.009306161664426327
Artículo 225,Consejo de la Justicia,0.008801205083727837
Artículo 225,Proceso de creación de leyes,0.008588931523263454
Artículo 225,Sufragio y sistema electoral,0.008450771681964397
Artículo 225,Defensoría Penal Pública,0.007337145507335663
Artículo 225,Contraloría general de la república,0.007313086651265621
Artículo 225,Nacionalidad y ciudadanía,0.00679620448499918
Artículo 225,Sobre los derechos,0.006476895418018103
Artículo 225,Buen gobierno y función pública,0.0063518076203763485
Artículo 225,Autonomía fiscal,0.0061792549677193165
Artículo 225,Derechos fundamentales,0.005835335236042738
Artículo 225,Sistemas de justicia,0.005076730158179998
Artículo 225,Territorios especiales,0.005075597204267979
Artículo 225,Defensoría del Pueblo y de la Niñez,0.00472967978566885
Artículo 225,Corte Constitucional,0.00467044860124588
Artículo 225,Defensoría de la Naturaleza,0.004580811597406864
Artículo 225,Derechos de la naturaleza,0.0044047171249985695
Artículo 225,Reforma Constitucional,0.004316942300647497
Artículo 225,Estatuto de los minerales,0.0042682308703660965
Artículo 225,Ruralidad,0.004157996736466885
Artículo 225,Bienes comunes naturales,0.004081762861460447
Artículo 225,Cambio de Constitución,0.003989370074123144
Artículo 225,Autonomías territoriales indígenas,0.003671853104606271
Artículo 225,Banco Central,0.003384780138731003
Artículo 225,Agencia Nacional de Protección de Datos,0.003029100364074111
Artículo 225,Estatuto de las aguas,0.002882986329495907
Artículo 226,Región autónoma,0.11570077389478683
Artículo 226,Poder legislativo,0.0921221375465393
Artículo 226,Proceso de creación de leyes,0.08776862174272537
Artículo 226,Acciones constitucionales,0.0868426188826561
Artículo 226,Órganos autónomos constitucionales,0.08221086859703064
Artículo 226,Organización territorial,0.08202502131462097
Artículo 226,Comuna autónoma,0.05865221470594406
Artículo 226,Participación y representación,0.05140065774321556
Artículo 226,Poder ejecutivo,0.03905874863266945
Artículo 226,Principios y disposiciones generales,0.035798560827970505
Artículo 226,Buen gobierno y función pública,0.025998922064900398
Artículo 226,Ministerio Público,0.02525418810546398
Artículo 226,Corte Constitucional,0.022426705807447433
Artículo 226,Provincia,0.0213465616106987
Artículo 226,Contraloría general de la república,0.01620953343808651
Artículo 226,Consejo de la Justicia,0.014201312325894833
Artículo 226,Cambio de Constitución,0.013610201887786388
Artículo 226,Territorios especiales,0.012055712752044201
Artículo 226,Reforma Constitucional,0.011575717478990555
Artículo 226,Sobre los derechos,0.01155062671750784
Artículo 226,Tipos de democracia,0.009690891951322556
Artículo 226,Derechos fundamentales,0.00931901577860117
Artículo 226,Defensoría Penal Pública,0.007371603976935148
Artículo 226,Ruralidad,0.006638755556195974
Artículo 226,Banco Central,0.006208877544850111
Artículo 226,Sufragio y sistema electoral,0.005711521487683058
Artículo 226,Defensoría del Pueblo y de la Niñez,0.005505658220499754
Artículo 226,Autonomía fiscal,0.00548067782074213
Artículo 226,Bienes comunes naturales,0.005410460755228996
Artículo 226,Agencia Nacional de Protección de Datos,0.0047083827666938305
Artículo 226,Sistemas de justicia,0.004628017079085112
Artículo 226,Autonomías territoriales indígenas,0.004619184415787458
Artículo 226,Nacionalidad y ciudadanía,0.004431413486599922
Artículo 226,Estatuto de los minerales,0.004086594097316265
Artículo 226,Derechos de la naturaleza,0.0038362888153642416
Artículo 226,Defensoría de la Naturaleza,0.0035548978485167027
Artículo 226,Estatuto de las aguas,0.0029880679212510586
Artículo 227,Derechos fundamentales,0.23991456627845764
Artículo 227,Organización territorial,0.14214006066322327
Artículo 227,Región autónoma,0.13144923746585846
Artículo 227,Comuna autónoma,0.1247636154294014
Artículo 227,Principios y disposiciones generales,0.10170788317918777
Artículo 227,Sobre los derechos,0.0908597931265831
Artículo 227,Territorios especiales,0.07543802261352539
Artículo 227,Órganos autónomos constitucionales,0.05778133124113083
Artículo 227,Provincia,0.02451980486512184
Artículo 227,Acciones constitucionales,0.004712669178843498
Artículo 227,Buen gobierno y función pública,0.0012781932018697262
Artículo 227,Poder ejecutivo,0.000546452181879431
Artículo 227,Reforma Constitucional,0.0004843252245336771
Artículo 227,Poder legislativo,0.0004661741841118783
Artículo 227,Participación y representación,0.00045896711526438594
Artículo 227,Tipos de democracia,0.00042114348616451025
Artículo 227,Ministerio Público,0.0002511036582291126
Artículo 227,Ruralidad,0.0002366588159929961
Artículo 227,Consejo de la Justicia,0.0002274332073284313
Artículo 227,Sistemas de justicia,0.00021735631162300706
Artículo 227,Nacionalidad y ciudadanía,0.0002084827283397317
Artículo 227,Corte Constitucional,0.00020406366093084216
Artículo 227,Autonomía fiscal,0.0001956744963536039
Artículo 227,Defensoría Penal Pública,0.00018131715478375554
Artículo 227,Contraloría general de la república,0.00016963387315627187
Artículo 227,Autonomías territoriales indígenas,0.00016795525152701885
Artículo 227,Cambio de Constitución,0.00016175847849808633
Artículo 227,Proceso de creación de leyes,0.0001524169638287276
Artículo 227,Agencia Nacional de Protección de Datos,0.00011403919052099809
Artículo 227,Sufragio y sistema electoral,0.00010597772779874504
Artículo 227,Defensoría del Pueblo y de la Niñez,9.219014464179054e-05
Artículo 227,Banco Central,8.392747986363247e-05
Artículo 227,Estatuto de los minerales,8.198486466426402e-05
Artículo 227,Bienes comunes naturales,6.863979069748893e-05
Artículo 227,Estatuto de las aguas,5.2265546401031315e-05
Artículo 227,Derechos de la naturaleza,4.864699440076947e-05
Artículo 227,Defensoría de la Naturaleza,3.617338006733917e-05
Artículo 228,Comuna autónoma,0.175421804189682
Artículo 228,Región autónoma,0.168986514210701
Artículo 228,Participación y representación,0.1605757474899292
Artículo 228,Proceso de creación de leyes,0.12751039862632751
Artículo 228,Organización territorial,0.105372853577137
Artículo 228,Poder ejecutivo,0.059555649757385254
Artículo 228,Órganos autónomos constitucionales,0.057732731103897095
Artículo 228,Acciones constitucionales,0.031069906428456306
Artículo 228,Provincia,0.02687574177980423
Artículo 228,Territorios especiales,0.026746919378638268
Artículo 228,Poder legislativo,0.02420244924724102
Artículo 228,Principios y disposiciones generales,0.019041147083044052
Artículo 228,Tipos de democracia,0.004362363368272781
Artículo 228,Ministerio Público,0.002651497721672058
Artículo 228,Consejo de la Justicia,0.0013937127077952027
Artículo 228,Contraloría general de la república,0.000903710606507957
Artículo 228,Reforma Constitucional,0.0008675479330122471
Artículo 228,Cambio de Constitución,0.0008293735445477068
Artículo 228,Sobre los derechos,0.0007543824031017721
Artículo 228,Defensoría Penal Pública,0.0007083671516738832
Artículo 228,Corte Constitucional,0.0006142935599200428
Artículo 228,Buen gobierno y función pública,0.0006110284011811018
Artículo 228,Derechos fundamentales,0.0005036315997131169
Artículo 228,Banco Central,0.0004955491749569774
Artículo 228,Nacionalidad y ciudadanía,0.0003464923647698015
Artículo 228,Ruralidad,0.00031872393446974456
Artículo 228,Agencia Nacional de Protección de Datos,0.0002956278622150421
Artículo 228,Sufragio y sistema electoral,0.0002460263785906136
Artículo 228,Autonomías territoriales indígenas,0.00017260639287997037
Artículo 228,Bienes comunes naturales,0.0001511771115474403
Artículo 228,Sistemas de justicia,0.000138198010972701
Artículo 228,Autonomía fiscal,0.00011756802268791944
Artículo 228,Defensoría de la Naturaleza,9.75378934526816e-05
Artículo 228,Derechos de la naturaleza,9.559857426211238e-05
Artículo 228,Defensoría del Pueblo y de la Niñez,9.553398558637127e-05
Artículo 228,Estatuto de los minerales,7.347058271989226e-05
Artículo 228,Estatuto de las aguas,6.41895821900107e-05
Artículo 229,Participación y representación,0.33984628319740295
Artículo 229,Órganos autónomos constitucionales,0.19843149185180664
Artículo 229,Región autónoma,0.15218327939510345
Artículo 229,Comuna autónoma,0.07384929805994034
Artículo 229,Poder ejecutivo,0.06627220660448074
Artículo 229,Acciones constitucionales,0.02973202057182789
Artículo 229,Poder legislativo,0.028049979358911514
Artículo 229,Organización territorial,0.028033839538693428
Artículo 229,Principios y disposiciones generales,0.02356376126408577
Artículo 229,Tipos de democracia,0.009452953934669495
Artículo 229,Ministerio Público,0.009122079238295555
Artículo 229,Provincia,0.005626768805086613
Artículo 229,Buen gobierno y función pública,0.0050972830504179
Artículo 229,Corte Constitucional,0.003873618319630623
Artículo 229,Sobre los derechos,0.0036888732574880123
Artículo 229,Defensoría Penal Pública,0.0025267808232456446
Artículo 229,Consejo de la Justicia,0.002170475898310542
Artículo 229,Reforma Constitucional,0.0017351178685203195
